reference,accountId,amount,currency,date
TXN-2026-01276,ACC-6939,9743.20,EUR,2026-02-11T10:02:19
TXN-2026-01277,ACC-4893,4767.39,ARS,2026-04-25T01:28:30
TXN-2026-01278,ACC-8910,3714.14,USD,2026-02-15T13:30:05
TXN-2026-01279,ACC-5303,4662.09,USD,2026-02-16T11:56:21
TXN-2026-01280,ACC-2348,7313.46,ARS,2026-05-03T13:43:16
TXN-2026-01281,ACC-1268,6212.36,EUR,2026-05-24T21:30:51
TXN-2026-01282,ACC-6986,6060.76,EUR,2026-03-30T09:34:45
TXN-2026-01283,ACC-1192,2586.23,USD,2026-01-18T07:26:19
TXN-2026-01284,ACC-8777,191.75,EUR,2026-03-20T20:15:51
TXN-2026-01285,ACC-3544,9553.38,USD,2026-01-10T07:10:46
TXN-2026-01286,ACC-7371,5923.17,EUR,2026-05-14T16:17:55
TXN-2026-01287,ACC-2183,4827.08,ARS,2026-05-05T17:33:50
TXN-2026-01288,ACC-4300,9093.43,EUR,2026-03-03T05:57:06
TXN-2026-01289,ACC-2294,6769.65,EUR,2026-01-18T05:15:06
TXN-2026-01290,ACC-3219,5979.97,EUR,2026-05-06T00:12:53
TXN-2026-01291,ACC-2069,7136.49,USD,2026-05-06T08:49:15
TXN-2026-01292,ACC-9350,7133.23,ARS,2026-05-24T04:13:39
TXN-2026-01293,ACC-8083,3372.44,USD,2026-02-19T14:28:09
TXN-2026-01294,ACC-9607,3568.71,EUR,2026-03-18T06:29:28
TXN-2026-01295,ACC-1833,7914.25,ARS,2026-03-16T11:40:51
TXN-2026-01296,ACC-7814,9176.61,EUR,2026-04-04T04:32:59
TXN-2026-01297,ACC-6446,1773.44,EUR,2026-04-26T07:05:36
TXN-2026-01298,ACC-6838,5204.82,USD,2026-01-23T03:32:13
TXN-2026-01299,ACC-9926,6900.14,ARS,2026-01-18T20:51:07
TXN-2026-01300,ACC-7326,4182.70,ARS,2026-01-22T02:26:14
TXN-2026-01301,ACC-6836,6865.67,USD,2026-05-15T17:19:26
TXN-2026-01302,ACC-1887,8744.39,ARS,2026-01-18T01:25:49
TXN-2026-01303,ACC-7647,3111.52,USD,2026-05-18T11:38:46
TXN-2026-01304,ACC-7345,9567.92,EUR,2026-06-22T23:27:46
TXN-2026-01305,ACC-8891,418.78,ARS,2026-01-24T17:19:01
TXN-2026-01306,ACC-3046,4535.59,USD,2026-04-28T06:58:27
TXN-2026-01307,ACC-5323,5574.40,ARS,2026-01-26T01:13:42
TXN-2026-01308,ACC-1658,92.30,ARS,2026-03-15T20:02:11
TXN-2026-01309,ACC-9590,4612.99,EUR,2026-02-03T16:40:44
TXN-2026-01310,ACC-8074,7291.82,ARS,2026-04-22T00:52:28
TXN-2026-01311,ACC-4789,1363.92,USD,2026-04-10T15:00:41
TXN-2026-01312,ACC-8345,6126.61,EUR,2026-02-19T07:54:48
TXN-2026-01313,ACC-8896,646.64,ARS,2026-05-26T19:06:12
TXN-2026-01314,ACC-8854,1623.12,ARS,2026-06-03T01:07:01
TXN-2026-01315,ACC-7332,3450.83,EUR,2026-04-28T09:19:35
TXN-2026-01316,ACC-7528,1208.15,ARS,2026-03-05T22:41:40
TXN-2026-01317,ACC-4924,5969.02,ARS,2026-01-10T04:30:54
TXN-2026-01318,ACC-3154,7561.36,ARS,2026-04-30T01:37:13
TXN-2026-01319,ACC-3265,1956.56,ARS,2026-04-24T07:32:33
TXN-2026-01320,ACC-1206,1447.51,USD,2026-06-21T04:05:08
TXN-2026-01321,ACC-7121,3133.54,ARS,2026-03-10T12:43:50
TXN-2026-01322,ACC-8678,126.79,ARS,2026-04-01T00:23:41
TXN-2026-01323,ACC-4550,1055.74,ARS,2026-03-20T02:33:32
TXN-2026-01324,ACC-9997,3500.43,ARS,2026-01-28T13:46:56
TXN-2026-01325,ACC-8971,2638.43,USD,2026-01-24T10:54:56
TXN-2026-01326,ACC-2090,2628.43,EUR,2026-05-30T15:01:34
TXN-2026-01327,ACC-6599,4249.88,EUR,2026-05-10T04:27:08
TXN-2026-01328,ACC-5958,4431.80,USD,2026-02-06T17:33:15
TXN-2026-01330,ACC-3367,5779.48,EUR,2026-02-22T13:28:43
TXN-2026-01331,ACC-5296,736.20,ARS,2026-01-15T09:10:52
TXN-2026-01332,ACC-3896,9521.39,ARS,2026-01-18T23:01:23
TXN-2026-01333,ACC-7280,9052.13,ARS,2026-04-14T10:53:51
TXN-2026-01334,ACC-8349,5678.70,ARS,2026-03-04T05:23:49
TXN-2026-01335,ACC-7535,3914.22,ARS,2026-03-18T20:07:37
TXN-2026-01336,ACC-8311,2299.42,ARS,2026-04-03T11:19:07
TXN-2026-01337,ACC-2143,5072.51,EUR,2026-04-16T14:56:20
TXN-2026-01338,ACC-4960,1944.24,ARS,2026-05-24T02:51:18
TXN-2026-01339,ACC-7393,1462.58,USD,2026-02-20T07:05:25
TXN-2026-01340,ACC-2813,8820.62,EUR,2026-05-16T16:34:04
TXN-2026-01341,ACC-2830,6200.84,ARS,2026-03-04T00:48:39
TXN-2026-01342,ACC-6937,9767.15,USD,2026-06-27T14:59:30
TXN-2026-01343,ACC-6970,6058.05,USD,2026-06-10T19:00:21
TXN-2026-01344,ACC-6752,6056.83,EUR,2026-04-29T23:49:04
TXN-2026-01345,ACC-2627,2488.90,EUR,2026-03-24T21:40:56
TXN-2026-01346,ACC-8324,5152.62,USD,2026-03-17T13:26:27
TXN-2026-01347,ACC-3602,7359.00,EUR,2026-06-02T20:06:15
TXN-2026-01348,ACC-3472,9271.84,USD,2026-01-27T17:01:16
TXN-2026-01349,ACC-6268,8556.38,EUR,2026-05-15T03:31:57
TXN-2026-01350,ACC-4272,6050.04,ARS,2026-03-03T21:00:22
TXN-2026-01351,ACC-3938,1487.64,USD,2026-05-28T14:04:33
TXN-2026-01352,ACC-3712,7030.10,USD,2026-03-08T13:33:43
TXN-2026-01353,ACC-3177,157.19,EUR,2026-01-21T06:13:22
TXN-2026-01354,ACC-8523,7281.24,ARS,2026-04-02T15:58:26
TXN-2026-01355,ACC-4584,8786.18,ARS,2026-04-06T13:52:43
TXN-2026-01356,ACC-2922,3223.84,EUR,2026-06-04T14:48:32
TXN-2026-01357,ACC-8934,2682.68,USD,2026-03-20T00:46:45
TXN-2026-01358,ACC-7191,617.02,EUR,2026-04-21T22:15:05
TXN-2026-01359,ACC-2955,8554.35,ARS,2026-02-13T02:55:39
TXN-2026-01360,ACC-7677,4025.71,ARS,2026-03-22T14:46:06
TXN-2026-01361,ACC-4889,6703.02,ARS,2026-05-25T06:28:28
TXN-2026-01362,ACC-5472,8042.70,USD,2026-03-24T04:56:19
TXN-2026-01363,ACC-4121,6044.40,USD,2026-01-17T04:31:01
TXN-2026-01364,ACC-7918,8797.33,USD,2026-06-13T08:25:58
TXN-2026-01365,ACC-6820,2391.75,USD,2026-06-17T08:24:58
TXN-2026-01366,ACC-6367,3330.06,ARS,2026-02-13T00:46:06
TXN-2026-01368,ACC-9691,4449.25,USD,2026-05-21T09:50:57
TXN-2026-01369,ACC-5733,2504.81,EUR,2026-03-25T00:46:01
TXN-2026-01370,ACC-3876,6904.19,ARS,2026-05-03T14:01:53
TXN-2026-01371,ACC-2435,9470.83,ARS,2026-05-05T18:19:12
TXN-2026-01372,ACC-6591,5307.72,USD,2026-06-24T20:01:54
TXN-2026-01373,ACC-3836,2588.59,EUR,2026-01-26T03:31:27
TXN-2026-01374,ACC-9564,749.48,EUR,2026-04-15T14:18:51
TXN-2026-01375,ACC-2703,5231.94,ARS,2026-04-27T05:19:46
TXN-2026-01376,ACC-7639,1159.41,USD,2026-06-22T03:38:54
TXN-2026-01377,ACC-8513,356.07,ARS,2026-02-06T05:12:04
TXN-2026-01378,ACC-9127,8337.92,EUR,2026-03-14T05:24:13
TXN-2026-01379,ACC-5910,5686.58,ARS,2026-06-04T16:40:37
TXN-2026-01380,ACC-9965,9991.37,USD,2026-02-22T19:27:19
TXN-2026-01381,ACC-1967,1925.27,ARS,2026-05-25T06:38:05
TXN-2026-01382,ACC-3386,710.05,ARS,2026-02-22T06:18:25
TXN-2026-01383,ACC-3238,9815.45,ARS,2026-01-28T13:44:22
TXN-2026-01384,ACC-7470,9746.40,USD,2026-06-05T01:22:55
TXN-2026-01385,ACC-2015,2320.29,ARS,2026-05-05T17:05:15
TXN-2026-01386,ACC-6591,7814.86,USD,2026-02-04T09:24:51
TXN-2026-01387,ACC-8011,3213.14,ARS,2026-05-10T00:17:25
TXN-2026-01388,ACC-9391,7458.42,ARS,2026-03-22T00:14:01
TXN-2026-01389,ACC-9969,1783.35,EUR,2026-02-15T01:12:23
TXN-2026-01390,ACC-9634,8201.23,ARS,2026-02-04T04:44:06
TXN-2026-01391,ACC-9307,911.69,EUR,2026-06-10T23:18:42
TXN-2026-01392,ACC-2356,4703.58,EUR,2026-05-24T09:40:13
TXN-2026-01393,ACC-9810,479.81,ARS,2026-01-25T22:05:26
TXN-2026-01394,ACC-7926,6460.67,EUR,2026-05-24T14:05:38
TXN-2026-01395,ACC-3683,9051.39,USD,2026-04-05T07:21:30
TXN-2026-01396,ACC-9337,9304.45,ARS,2026-02-04T23:27:13
TXN-2026-01397,ACC-2581,9356.12,EUR,2026-04-01T12:59:08
TXN-2026-01398,ACC-8986,7105.33,EUR,2026-04-05T18:25:09
TXN-2026-01399,ACC-8897,3918.66,EUR,2026-01-31T00:24:06
TXN-2026-01400,ACC-6292,1216.35,USD,2026-04-16T01:26:12
TXN-2026-01401,ACC-8886,8395.72,USD,2026-03-10T23:16:58
TXN-2026-01402,ACC-9367,2012.34,ARS,2026-05-16T12:20:08
TXN-2026-01403,ACC-8527,6333.91,ARS,2026-02-05T18:15:29
TXN-2026-01404,ACC-1183,1629.75,USD,2026-03-27T15:59:25
TXN-2026-01405,ACC-2225,5126.13,ARS,2026-01-15T23:13:54
TXN-2026-01406,ACC-6659,3986.21,ARS,2026-06-11T06:28:06
TXN-2026-01407,ACC-7325,4447.26,EUR,2026-03-10T13:22:27
TXN-2026-01408,ACC-7453,5110.84,EUR,2026-01-18T04:13:05
TXN-2026-01409,ACC-3589,443.25,USD,2026-02-21T13:12:28
TXN-2026-01410,ACC-7266,5936.85,USD,2026-06-07T12:53:20
TXN-2026-01411,ACC-8474,4622.86,ARS,2026-03-31T12:03:17
TXN-2026-01412,ACC-5255,4537.30,EUR,2026-02-25T02:08:38
TXN-2026-01413,ACC-2523,7038.25,EUR,2026-01-09T21:58:12
TXN-2026-01414,ACC-7854,4595.04,ARS,2026-01-15T11:46:42
TXN-2026-01415,ACC-3821,7898.38,ARS,2026-03-31T09:42:34
TXN-2026-01416,ACC-6212,1705.70,USD,2026-06-16T13:45:28
TXN-2026-01417,ACC-1113,3600.16,USD,2026-03-30T22:08:29
TXN-2026-01418,ACC-7182,6507.93,EUR,2026-01-30T07:24:47
TXN-2026-01419,ACC-3968,9477.63,USD,2026-03-03T21:12:04
TXN-2026-01420,ACC-3069,4317.51,ARS,2026-01-13T06:26:25
TXN-2026-01421,ACC-8744,7589.47,ARS,2026-02-23T16:22:00
TXN-2026-01422,ACC-7610,3683.13,ARS,2026-05-18T13:36:59
TXN-2026-01423,ACC-6952,9426.84,EUR,2026-02-21T20:35:19
TXN-2026-01424,ACC-2502,4904.29,EUR,2026-01-31T22:43:42
TXN-2026-01425,ACC-5082,8019.14,EUR,2026-03-24T07:08:26
TXN-2026-01426,ACC-2195,2174.36,EUR,2026-01-01T08:32:13
TXN-2026-01427,ACC-3308,1357.04,ARS,2026-02-05T06:51:17
TXN-2026-01428,ACC-1136,6424.33,EUR,2026-02-12T05:56:36
TXN-2026-01429,ACC-7963,8963.93,ARS,2026-02-23T00:53:03
TXN-2026-01430,ACC-5785,4719.43,USD,2026-05-13T23:15:59
TXN-2026-01431,ACC-3465,7105.61,ARS,2026-06-11T07:50:39
TXN-2026-01432,ACC-5261,1480.63,ARS,2026-05-22T21:42:02
TXN-2026-01433,ACC-7091,6586.62,EUR,2026-04-12T20:48:54
TXN-2026-01434,ACC-7046,6040.05,ARS,2026-06-05T03:35:01
TXN-2026-01435,ACC-2750,7478.69,USD,2026-06-19T13:55:07
TXN-2026-01436,ACC-8060,4475.77,EUR,2026-01-10T13:17:43
TXN-2026-01437,ACC-9949,960.24,USD,2026-05-07T13:11:31
TXN-2026-01438,ACC-7255,6681.85,USD,2026-05-28T00:48:50
TXN-2026-01439,ACC-9138,8092.18,ARS,2026-05-21T13:48:31
TXN-2026-01440,ACC-9098,9280.93,USD,2026-03-03T21:01:41
TXN-2026-01441,ACC-3399,8746.80,ARS,2026-06-02T13:37:23
TXN-2026-01442,ACC-6170,2237.49,EUR,2026-05-10T05:57:54
TXN-2026-01443,ACC-9591,3654.48,ARS,2026-01-28T20:37:21
TXN-2026-01444,ACC-7786,4529.20,USD,2026-02-04T16:04:38
TXN-2026-01445,ACC-2343,261.35,EUR,2026-03-28T09:42:15
TXN-2026-01446,ACC-4658,139.18,ARS,2026-04-03T15:33:13
TXN-2026-01447,ACC-4729,4057.98,ARS,2026-03-21T07:12:00
TXN-2026-01448,ACC-9675,8706.49,EUR,2026-03-27T18:22:03
TXN-2026-01449,ACC-6182,967.10,USD,2026-04-08T03:27:04
TXN-2026-01450,ACC-9415,6072.67,EUR,2026-04-21T04:46:58
TXN-2026-01451,ACC-3464,9518.68,EUR,2026-01-23T07:05:32
TXN-2026-01452,ACC-6608,1815.17,ARS,2026-05-02T20:48:29
TXN-2026-01453,ACC-1547,2485.79,USD,2026-04-08T23:42:51
TXN-2026-01454,ACC-1138,7943.88,ARS,2026-04-03T14:19:39
TXN-2026-01455,ACC-9086,5103.30,ARS,2026-04-11T13:20:38
TXN-2026-01456,ACC-3974,6575.34,USD,2026-06-15T01:47:22
TXN-2026-01457,ACC-4902,4357.89,USD,2026-03-14T06:39:21
TXN-2026-01458,ACC-5653,3259.88,EUR,2026-02-25T15:09:26
TXN-2026-01459,ACC-9935,4693.16,USD,2026-04-18T19:30:36
TXN-2026-01460,ACC-4518,3314.19,EUR,2026-01-08T15:18:33
TXN-2026-01461,ACC-9975,7298.47,ARS,2026-05-19T03:55:02
TXN-2026-01462,ACC-1913,8425.32,EUR,2026-02-16T21:34:41
TXN-2026-01463,ACC-9771,1344.23,EUR,2026-06-25T10:05:01
TXN-2026-01464,ACC-1171,8469.16,EUR,2026-02-15T01:12:33
TXN-2026-01465,ACC-1306,1486.46,USD,2026-03-18T03:44:04
TXN-2026-01466,ACC-7280,7522.04,USD,2026-04-11T07:44:14
TXN-2026-01467,ACC-3482,1527.02,EUR,2026-06-23T00:51:08
TXN-2026-01468,ACC-8085,9387.13,USD,2026-01-17T02:19:24
TXN-2026-01469,ACC-9690,3178.28,USD,2026-02-19T23:53:14
TXN-2026-01470,ACC-6626,7167.10,USD,2026-04-06T19:51:50
TXN-2026-01471,ACC-6050,6291.14,ARS,2026-04-14T20:52:00
TXN-2026-01472,ACC-9671,4951.21,USD,2026-04-28T02:18:57
TXN-2026-01473,ACC-2853,2062.45,ARS,2026-04-16T14:02:20
TXN-2026-01474,ACC-5961,3007.48,ARS,2026-01-21T21:50:22
TXN-2026-01475,ACC-1607,2010.02,ARS,2026-01-07T04:26:42
TXN-2026-01476,ACC-5192,8229.16,EUR,2026-01-21T18:59:30
TXN-2026-01478,ACC-4564,2549.12,ARS,2026-02-06T10:06:45
TXN-2026-01479,ACC-7723,8355.97,ARS,2026-02-08T04:49:42
TXN-2026-01480,ACC-7624,5094.59,EUR,2026-06-28T05:21:01
TXN-2026-01481,ACC-3168,9678.75,ARS,2026-06-13T22:14:20
TXN-2026-01482,ACC-6966,3713.51,ARS,2026-06-07T15:54:32
TXN-2026-01483,ACC-5948,9011.70,USD,2026-03-05T04:45:50
TXN-2026-01484,ACC-6255,3685.75,EUR,2026-05-02T11:20:17
TXN-2026-01485,ACC-4169,8641.58,ARS,2026-06-15T17:56:05
TXN-2026-01486,ACC-8641,385.00,ARS,2026-01-26T19:38:30
TXN-2026-01487,ACC-3054,8740.79,ARS,2026-05-04T19:58:48
TXN-2026-01488,ACC-4555,3129.67,EUR,2026-03-12T11:29:35
TXN-2026-01489,ACC-6609,6646.16,EUR,2026-02-08T14:08:53
TXN-2026-01490,ACC-2466,9289.47,USD,2026-03-06T04:18:59
TXN-2026-01491,ACC-7056,8028.77,USD,2026-04-26T05:20:21
TXN-2026-01492,ACC-5414,7435.02,USD,2026-05-01T23:50:49
TXN-2026-01493,ACC-9245,5169.16,EUR,2026-03-19T19:30:52
TXN-2026-01494,ACC-2596,7852.35,EUR,2026-02-18T18:37:20
TXN-2026-01495,ACC-2311,2613.32,EUR,2026-03-21T14:12:37
TXN-2026-01496,ACC-6024,7956.56,EUR,2026-05-24T12:28:06
TXN-2026-01497,ACC-6372,2779.87,USD,2026-02-08T01:13:55
TXN-2026-01498,ACC-5909,1669.29,USD,2026-02-11T18:29:10
TXN-2026-01499,ACC-3918,7001.10,USD,2026-05-06T07:57:03
TXN-2026-01500,ACC-1172,9856.39,EUR,2026-04-16T11:44:58
TXN-2026-01501,ACC-3536,3571.65,ARS,2026-04-05T15:37:13
TXN-2026-01502,ACC-3408,3827.53,USD,2026-01-31T00:55:36
TXN-2026-01503,ACC-6624,8017.25,EUR,2026-02-18T06:33:26
TXN-2026-01504,ACC-8836,9282.95,USD,2026-06-29T12:01:20
TXN-2026-01505,ACC-9316,6363.29,USD,2026-04-06T22:30:15
TXN-2026-01506,ACC-7089,9524.02,ARS,2026-02-12T05:29:45
TXN-2026-01507,ACC-2936,5428.74,ARS,2026-01-31T00:03:51
TXN-2026-01508,ACC-5507,8590.73,USD,2026-02-28T21:49:14
TXN-2026-01509,ACC-3556,7827.04,EUR,2026-04-30T15:36:42
TXN-2026-01510,ACC-7174,1213.31,USD,2026-03-18T18:23:18
TXN-2026-01511,ACC-9872,6345.53,USD,2026-04-29T20:15:52
TXN-2026-01512,ACC-1933,7132.32,ARS,2026-05-23T02:21:56
TXN-2026-01513,ACC-8107,3457.10,USD,2026-03-07T22:18:27
TXN-2026-01514,ACC-4545,2629.66,USD,2026-06-02T05:04:02
TXN-2026-01515,ACC-1619,5065.98,USD,2026-03-13T19:04:03
TXN-2026-01516,ACC-2848,4540.30,EUR,2026-02-24T06:07:26
TXN-2026-01517,ACC-4846,6398.16,EUR,2026-05-23T17:50:15
TXN-2026-01518,ACC-3924,9456.87,EUR,2026-05-31T03:13:29
TXN-2026-01519,ACC-2988,9491.60,EUR,2026-01-07T21:56:56
TXN-2026-01520,ACC-2069,9416.75,ARS,2026-02-17T06:24:51
TXN-2026-01521,ACC-1937,952.04,USD,2026-05-14T04:22:48
TXN-2026-01522,ACC-8679,1929.91,ARS,2026-06-04T23:15:19
TXN-2026-01523,ACC-5640,282.42,EUR,2026-02-21T22:44:26
TXN-2026-01524,ACC-9638,8848.08,ARS,2026-05-22T19:45:00
TXN-2026-01525,ACC-7315,9193.37,ARS,2026-04-15T16:11:22
TXN-2026-01526,ACC-7072,345.14,ARS,2026-03-16T23:05:04
TXN-2026-01527,ACC-4771,4692.20,EUR,2026-03-26T12:58:22
TXN-2026-01528,ACC-8501,2409.78,USD,2026-01-18T22:06:48
TXN-2026-01529,ACC-8388,3953.94,USD,2026-05-09T16:45:46
TXN-2026-01530,ACC-6134,4746.70,USD,2026-05-20T20:12:31
TXN-2026-01531,ACC-4369,7671.75,USD,2026-05-12T16:24:19
TXN-2026-01532,ACC-5816,4141.56,ARS,2026-02-17T05:06:49
TXN-2026-01533,ACC-3133,3507.63,USD,2026-04-28T06:59:19
TXN-2026-01534,ACC-5607,7562.89,ARS,2026-01-14T14:29:21
TXN-2026-01535,ACC-4204,1244.94,ARS,2026-03-31T09:49:09
TXN-2026-01537,ACC-7792,88.22,EUR,2026-02-06T15:27:01
TXN-2026-01538,ACC-2274,9288.79,ARS,2026-02-12T06:46:46
TXN-2026-01539,ACC-8974,4271.36,EUR,2026-02-17T08:10:12
TXN-2026-01540,ACC-8008,6063.68,ARS,2026-01-01T04:30:13
TXN-2026-01541,ACC-9335,4585.92,EUR,2026-05-28T19:19:20
TXN-2026-01542,ACC-1431,8545.54,USD,2026-03-14T01:04:39
TXN-2026-01543,ACC-3414,1881.33,EUR,2026-04-14T19:47:47
TXN-2026-01544,ACC-5058,3791.28,USD,2026-05-16T01:45:10
TXN-2026-01545,ACC-7586,5753.27,ARS,2026-01-13T15:10:13
TXN-2026-01546,ACC-4062,8435.35,EUR,2026-04-11T02:02:29
TXN-2026-01547,ACC-4983,9748.16,ARS,2026-05-09T22:18:54
TXN-2026-01548,ACC-5660,9157.19,ARS,2026-02-13T23:23:22
TXN-2026-01549,ACC-1279,4406.20,USD,2026-01-30T08:10:34
TXN-2026-01550,ACC-1093,8004.84,ARS,2026-02-01T04:43:50
TXN-2026-01551,ACC-4751,9287.35,USD,2026-03-20T15:41:14
TXN-2026-01552,ACC-2540,6333.62,ARS,2026-03-16T22:49:35
TXN-2026-01553,ACC-6781,1218.36,EUR,2026-04-05T03:37:41
TXN-2026-01554,ACC-1784,2703.61,EUR,2026-05-17T20:49:54
TXN-2026-01555,ACC-8938,8338.41,USD,2026-03-02T18:45:07
TXN-2026-01556,ACC-8037,2986.46,EUR,2026-02-10T16:04:14
TXN-2026-01557,ACC-4831,3469.34,USD,2026-01-16T16:16:13
TXN-2026-01558,ACC-2434,4709.89,ARS,2026-05-12T21:20:27
TXN-2026-01559,ACC-7279,35.76,USD,2026-02-25T23:33:31
TXN-2026-01560,ACC-3470,8221.89,USD,2026-03-13T06:35:40
TXN-2026-01561,ACC-3782,4317.63,USD,2026-03-29T15:29:07
TXN-2026-01562,ACC-4778,3163.13,EUR,2026-04-20T23:27:57
TXN-2026-01563,ACC-4280,4013.71,USD,2026-04-07T14:31:37
TXN-2026-01564,ACC-1962,6747.56,USD,2026-02-28T10:03:32
TXN-2026-01565,ACC-2712,9217.11,ARS,2026-06-29T08:47:43
TXN-2026-01567,ACC-2393,9363.11,EUR,2026-04-15T07:10:40
TXN-2026-01568,ACC-6550,5159.19,USD,2026-06-04T20:23:56
TXN-2026-01569,ACC-5040,554.91,ARS,2026-05-06T08:22:21
TXN-2026-01570,ACC-1257,9706.26,EUR,2026-06-01T04:08:37
TXN-2026-01571,ACC-1137,3339.08,USD,2026-01-22T15:11:22
TXN-2026-01572,ACC-8929,9415.99,USD,2026-02-08T19:20:05
TXN-2026-01573,ACC-2942,4545.36,EUR,2026-04-14T04:21:44
TXN-2026-01574,ACC-4372,1252.93,ARS,2026-03-06T11:18:09
TXN-2026-01575,ACC-6655,3473.84,ARS,2026-03-20T01:36:34
TXN-2026-01576,ACC-1988,7352.96,EUR,2026-02-24T15:33:13
TXN-2026-01577,ACC-8512,6456.19,USD,2026-04-10T18:18:12
TXN-2026-01578,ACC-6065,1892.20,EUR,2026-02-19T04:17:12
TXN-2026-01579,ACC-6193,387.51,ARS,2026-06-26T00:01:45
TXN-2026-01580,ACC-7838,2307.15,USD,2026-04-23T05:34:40
TXN-2026-01581,ACC-4336,1083.20,USD,2026-03-29T06:44:29
TXN-2026-01582,ACC-2282,9858.87,ARS,2026-05-26T12:01:58
TXN-2026-01583,ACC-8140,5654.77,ARS,2026-06-01T07:30:00
TXN-2026-01584,ACC-9054,6641.46,EUR,2026-02-18T03:02:44
TXN-2026-01586,ACC-6803,9861.12,EUR,2026-05-01T15:34:02
TXN-2026-01587,ACC-5757,6939.28,USD,2026-04-03T13:22:04
TXN-2026-01589,ACC-6351,768.53,ARS,2026-02-23T16:19:26
TXN-2026-01590,ACC-2865,1248.66,ARS,2026-04-25T01:14:13
TXN-2026-01591,ACC-2966,371.37,USD,2026-04-24T05:55:22
TXN-2026-01592,ACC-1131,430.13,USD,2026-06-08T07:41:48
TXN-2026-01593,ACC-2706,6293.97,USD,2026-03-12T08:57:22
TXN-2026-01594,ACC-2877,3570.88,EUR,2026-02-09T23:36:32
TXN-2026-01595,ACC-7753,8492.57,EUR,2026-06-02T20:55:03
TXN-2026-01596,ACC-8783,260.45,ARS,2026-04-19T15:12:58
TXN-2026-01597,ACC-5650,1545.66,USD,2026-06-25T21:23:00
TXN-2026-01598,ACC-7032,4055.17,USD,2026-02-03T05:29:43
TXN-2026-01599,ACC-4908,951.61,USD,2026-05-15T12:44:22
TXN-2026-01600,ACC-9997,3039.98,ARS,2026-01-05T20:43:14
TXN-2026-01601,ACC-1004,2797.68,USD,2026-02-09T23:31:33
TXN-2026-01602,ACC-9020,1839.56,USD,2026-05-04T06:00:04
TXN-2026-01604,ACC-1072,9287.84,USD,2026-06-19T06:09:12
TXN-2026-01605,ACC-2644,6202.30,USD,2026-01-29T19:22:54
TXN-2026-01606,ACC-7913,1193.76,USD,2026-04-09T11:27:14
TXN-2026-01607,ACC-8830,266.87,ARS,2026-03-19T18:47:15
TXN-2026-01608,ACC-3069,2814.78,EUR,2026-06-04T14:20:59
TXN-2026-01609,ACC-8499,3475.10,USD,2026-01-27T02:48:16
TXN-2026-01610,ACC-2037,5250.15,ARS,2026-05-06T23:12:43
TXN-2026-01611,ACC-5930,6075.42,ARS,2026-04-17T06:15:30
TXN-2026-01612,ACC-1927,7768.55,ARS,2026-01-19T20:39:41
TXN-2026-01613,ACC-3966,2295.81,USD,2026-03-29T09:13:46
TXN-2026-01614,ACC-7780,3716.65,EUR,2026-06-20T23:17:35
TXN-2026-01615,ACC-1572,9890.40,EUR,2026-02-20T20:18:59
TXN-2026-01616,ACC-4652,5248.53,ARS,2026-03-06T06:51:11
TXN-2026-01617,ACC-5573,6487.98,EUR,2026-03-13T05:55:44
TXN-2026-01618,ACC-1261,6977.27,USD,2026-04-25T14:01:24
TXN-2026-01619,ACC-7368,6613.85,EUR,2026-05-14T12:44:45
TXN-2026-01620,ACC-1230,5589.15,USD,2026-01-29T14:37:32
TXN-2026-01621,ACC-2963,7703.29,USD,2026-06-01T11:38:20
TXN-2026-01622,ACC-1608,4022.88,ARS,2026-04-26T19:01:22
TXN-2026-01623,ACC-8348,8762.54,ARS,2026-01-19T01:13:19
TXN-2026-01624,ACC-5290,4682.02,EUR,2026-01-11T13:48:30
TXN-2026-01625,ACC-6504,6865.59,USD,2026-03-26T13:05:10
TXN-2026-01626,ACC-5977,8530.99,EUR,2026-05-01T00:14:07
TXN-2026-01627,ACC-5601,4125.79,ARS,2026-06-03T17:29:07
TXN-2026-01628,ACC-5564,933.29,USD,2026-06-15T12:20:08
TXN-2026-01629,ACC-1907,178.47,EUR,2026-06-22T21:51:35
TXN-2026-01630,ACC-9337,8084.48,USD,2026-01-20T20:09:35
TXN-2026-01631,ACC-4279,9473.79,EUR,2026-05-12T07:29:23
TXN-2026-01632,ACC-9149,7638.15,USD,2026-04-01T21:09:58
TXN-2026-01633,ACC-5459,2749.24,USD,2026-02-14T14:53:07
TXN-2026-01634,ACC-2727,1560.24,EUR,2026-06-01T04:30:56
TXN-2026-01635,ACC-1211,9264.18,ARS,2026-05-08T08:11:00
TXN-2026-01636,ACC-5966,5346.74,EUR,2026-05-13T15:32:56
TXN-2026-01637,ACC-4754,5382.18,ARS,2026-04-05T11:02:49
TXN-2026-01638,ACC-3412,1566.65,USD,2026-04-01T05:02:34
TXN-2026-01639,ACC-2824,7244.91,ARS,2026-03-15T10:26:46
TXN-2026-01640,ACC-6929,5964.93,USD,2026-02-08T16:32:33
TXN-2026-01641,ACC-5056,199.26,USD,2026-01-06T04:53:28
TXN-2026-01642,ACC-7247,9341.07,USD,2026-01-01T01:33:35
TXN-2026-01643,ACC-8531,7234.28,USD,2026-03-20T17:18:33
TXN-2026-01644,ACC-9713,5337.11,USD,2026-05-18T11:01:35
TXN-2026-01645,ACC-9933,5626.41,ARS,2026-06-03T16:38:08
